,Sym,Value ($000)
2020-09-01,UGI,0.0
2020-09-01,IDA,0.0
2020-09-01,KL,0.0
2020-09-01,PNM,0.0
2020-09-01,SMG,0.0
2020-09-01,CIEN,0.0
2020-09-01,FLIR,0.0
2020-09-01,KN,0.0
2020-09-01,ROL,0.0
2020-09-01,ATGE,0.0
2020-09-01,BCO,0.0
2020-09-01,CPRT,0.0
2020-09-01,ERIE,0.0
2020-09-01,CLGX,0.0
2020-09-01,FAF,0.0
2020-09-01,AGO,0.0
2020-09-01,CINF,0.0
2020-09-01,KMPR,0.0
2020-09-01,MCY,0.0
2020-09-01,WRB,0.0
2020-09-01,AFG,0.0
2020-09-01,CNA,0.0
2020-09-01,THG,0.0
2020-09-01,ORI,0.0
2020-09-01,PRA,0.0
2020-09-01,PVG,0.0
2020-09-01,TMUS,0.0
2020-09-01,RNR,0.0
2020-09-01,AXS,0.0
2020-09-01,AMTD,0.0
2020-09-01,HOUS,0.0
2020-09-01,GIB-A.TO,0.0
2020-09-01,TRI.TO,0.0
2020-09-01,VRTX,0.0
2020-09-01,OTEX,0.0
2020-09-01,EXPE,0.0
2020-09-01,CVI,0.0
2020-09-01,JBGS,0.0
2020-09-01,NVT,0.0
2020-09-01,WH,0.0
2020-09-01,LOGM,0.0
2020-09-01,INDA,0.0
2020-09-01,NTRS,0.0
2020-09-01,WP,0.0
2020-09-01,QEP,0.0
2020-09-01,LNG,0.0
2020-09-01,YY,0.0
2020-09-01,JACK,0.0
2020-09-01,TRP.TO,0.0
2020-09-01,UBER,0.0
2020-09-01,EQR,0.0
2020-09-01,AVB,0.0
2020-09-01,INFO,0.0
2020-09-01,SRE,0.0
2020-09-01,MKL,0.0
2020-09-01,WUBA,0.0
2020-09-01,PEAK,0.0
2020-09-01,ACGL,0.0
2020-09-01,CDW,0.0
2020-09-01,OMC,0.0
2020-09-01,LYFT,0.0
2020-09-01,HLT,0.0
2020-09-01,DOX,0.0
2020-09-01,AGR,0.0
2020-09-01,LDOS,0.0
2020-09-01,EVRG,0.0
2020-09-01,SSW,0.0
2020-09-01,NI,0.0
2020-09-01,CW,0.0
2020-09-01,HTZGQ,0.0
2020-09-01,FANG,0.0
2020-09-01,SSRM.TO,0.0
2020-09-01,COTY,0.0
2020-09-01,CCO,0.0
2020-09-01,LU,0.0
2020-09-01,49BA.SG,0.0
2020-09-01,AON,0.0
2020-09-01,BK,0.0
2020-09-01,FRC,0.0
2020-09-01,SIVB,0.0
2020-09-01,MKTX,0.0
2020-09-01,PFGC,0.0
2020-09-01,CFG,0.0
2020-09-01,LI,0.0
2020-09-01,EQH,0.0
2020-09-01,FIZZ,0.0
2020-09-01,BRO,0.0
2020-09-01,CVNA,0.0
2020-09-01,LPLA,0.0
2020-09-01,SEIC,0.0
2020-09-01,TREX,0.0
2020-09-01,FHN,0.0
2020-09-01,DY8A.F,0.0
2020-09-01,CBSH,0.0
2020-09-01,VOYA,0.0
2020-09-01,ARCC,0.0
2020-09-01,WEED.TO,0.0
2020-09-01,TFSL,0.0
2020-09-01,FOXA,0.0
2020-09-01,SNV,0.0
2020-09-01,VRM,0.0
2020-09-01,TDOC,0.0
2020-09-01,BOKF,0.0
2020-09-01,BPOP,0.0
2020-09-01,VLY,0.0
2020-09-01,SHOP,0.0
2020-09-01,OZK,0.0
2020-09-01,SIRI,0.0
2020-09-01,STN.TO,0.0
2020-09-01,PACW,0.0
2020-09-01,CRON.TO,0.0
2020-09-01,KMI,0.0
2020-09-01,BOH,0.0
2020-09-01,WFG.TO,0.0
2020-09-01,217A.SG,0.0
2020-09-01,ASB,0.0
2020-09-01,SUI,0.0
2020-09-01,FHI,0.0
2020-09-01,WAFD,0.0
2020-09-01,INVH,0.0
2020-09-01,ELS,0.0
2020-09-01,MAA,0.0
2020-09-01,ELD.TO,0.0
2020-09-01,TFII.TO,0.0
2020-09-01,CAE.TO,0.0
2020-09-01,CFFN,0.0
2020-09-01,INSP,0.0
2020-09-01,WPC,0.0
2020-09-01,BKR,0.0
2020-09-01,VTRS,0.0
2020-09-01,SHAK,0.0
2020-09-01,CBOE,0.0
2020-09-01,OMCL,0.0
2020-09-01,BBY,0.0
2020-09-01,DOO.TO,0.0
2020-09-01,RBA,0.0
2020-09-01,HII,0.0
2020-09-01,EQX.TO,0.0
2020-09-01,CSGP,0.0
2020-09-01,HAIN,0.0
2020-09-01,CACC,0.0
2020-09-01,VER,0.0
2020-09-01,OHI,0.0
2020-09-01,CRWD,0.0
2020-09-01,CIGI.TO,0.0
2020-09-01,PYPL,0.0
2020-09-01,SRPT,0.0
2020-09-01,HTA,0.0
2020-09-01,WWE,0.0
2020-09-01,EHC,0.0
2020-09-01,HHC,0.0
2020-09-01,MX.TO,0.0
2020-09-01,VET.TO,0.0
2020-09-01,SRC,0.0
2020-09-01,FCN,0.0
2020-09-01,MA,0.0
2020-09-01,NKTR,0.0
2020-09-01,SEB,0.0
2020-09-01,PRMW.TO,0.0
2020-09-01,CELH,0.0
2020-09-01,ERF.TO,0.0
2020-09-01,CIM,0.0
2020-09-01,TA.TO,0.0
2020-09-01,NG.TO,0.0
2020-09-01,LIN,0.0
2020-09-01,MBB,0.0
2020-09-01,ABNB,0.0
2020-09-01,BZ,0.0
2020-09-01,PODD,0.0
2020-09-01,CTVA,0.0
2020-09-01,DIDI,0.0
2020-09-01,LEGN,0.0
2020-09-01,NET,0.0
2020-09-01,IBKR,0.0
2020-09-01,ABBV,0.0
2020-09-01,AVGO,0.0
2020-09-01,DOCS,0.0
2020-09-01,AMH,0.0
2020-09-01,NVST,0.0
2020-09-01,NVCR,0.0
2020-09-01,TNDM,0.0
2020-09-01,SAFM,0.0
2020-09-01,SWAV,0.0
2020-09-01,SFM,0.0
2020-09-01,PZZA,0.0
2020-09-01,SI,0.0
2020-09-01,GMED,0.0
2020-09-01,DADA,0.0
2020-09-01,SMPL,0.0
2020-09-01,MRNA,0.0
2020-09-01,SPB,0.0
2020-09-01,U,0.0
2020-09-01,TWNK,0.0
2020-09-01,LSI,0.0
2020-09-01,AMN,0.0
2020-09-01,CBRL,0.0
2020-09-01,LHCG,0.0
2020-09-01,EVH,0.0
2020-09-01,ICUI,0.0
2020-09-01,MMSI,0.0
2020-09-01,PLTR,0.0
2020-09-01,QFIN,0.0
2020-09-01,WDFC,0.0
2020-09-01,AGL,0.0
2020-09-01,ENSG,0.0
2020-09-01,IART,0.0
2020-09-01,Z,0.0
2020-09-01,IRTC,0.0
2020-09-01,CERT,0.0
2020-09-01,NUS,0.0
2020-09-01,ACHC,0.0
2020-09-01,COUR,0.0
2020-09-01,PINC,0.0
2020-09-01,ACI,0.0
2020-09-01,EPC,0.0
2020-09-01,COKE,0.0
2020-09-01,CALM,0.0
2020-09-01,CENTA,0.0
2020-09-01,STAA,0.0
2020-09-01,LNTH,0.0
2020-09-01,MED,0.0
2020-09-01,LEVI,0.0
2020-09-01,RELX,0.0
2020-09-01,PSMT,0.0
2020-09-01,AZN,0.0
2020-09-01,SDGR,0.0
2020-09-01,GKOS,0.0
2020-09-01,THS,0.0
2020-09-01,NARI,0.0
2020-09-01,NEOG,0.0
2020-09-01,OSH,0.0
2020-09-01,GDRX,0.0
2020-09-01,HAE,0.0
2020-09-01,JJSF,0.0
2020-09-01,IRBT,0.0
2020-09-01,RUN,0.0
2020-09-01,REYN,0.0
2020-09-01,IPAR,0.0
2020-09-01,CD,0.0
2020-09-01,SKIN,0.0
2020-09-01,GSK,0.0
2020-09-01,ATRC,0.0
2020-09-01,NUVA,0.0
2020-09-01,SNN,0.0
2020-09-01,STRA,0.0
2020-09-01,BR,0.0
2020-09-01,INCY,0.0
2020-09-01,LRN,0.0
2020-09-01,SNOW,0.0
2020-09-01,ITGR,0.0
2020-09-01,OKE,0.0
2020-09-01,WOLF,0.0
2020-09-01,NVRO,0.0
2020-09-01,PHR,0.0
2020-09-01,ELF,0.0
2020-09-01,OLPX,0.0
2020-09-01,WMK,0.0
2020-09-01,IQV,0.0
2020-09-01,BSY,0.0
2020-09-01,IMKTA,0.0
2020-09-01,AXNX,0.0
2020-09-01,GEN,0.0
2020-09-01,HCAT,0.0
2020-09-01,MGPI,0.0
2020-09-01,API,0.0
2020-09-01,LBRDA,0.0
2020-09-01,NXGN,0.0
2020-09-01,OM,0.0
2020-09-01,CWEN,0.0
2020-09-01,DUOL,0.0
2020-09-01,FIGS,0.0
2020-09-01,KC,0.0
2020-09-01,SEDG,0.0
2020-09-01,TWOU,0.0
2020-09-01,MSA,0.0
2020-09-01,ONEM,0.0
2020-09-01,BRBR,0.0
2020-09-01,USNA,0.0
2020-09-01,CYRX,0.0
2020-09-01,NVTA,0.0
2020-09-01,MODV,0.0
2020-09-01,RH,0.0
2020-09-01,CWT,0.0
2020-09-01,CRVL,0.0
2020-09-01,AVNS,0.0
2020-09-01,QGEN,0.0
2020-09-01,FND,0.0
2020-09-01,SLP,0.0
2020-09-01,REGI,0.0
2020-09-01,TTWO,0.0
2020-09-01,BIG,0.0
2020-09-01,DASH,0.0
2020-09-01,ARES,0.0
2020-09-01,ADUS,0.0
2020-09-01,AMWL,0.0
2020-09-01,AMEH,0.0
2020-09-01,CUBE,0.0
2020-09-01,HSKA,0.0
2020-09-01,CTLT,0.0
2020-09-01,TDG,0.0
2020-09-01,RUTH,0.0
2020-09-01,SILK,0.0
2020-09-01,TTD,0.0
2020-09-01,MLAB,0.0
2020-09-01,USPH,0.0
2020-09-01,LAD,0.0
2020-09-01,FLGT,0.0
2020-09-01,LAZR,0.0
2020-09-01,PRVA,0.0
2020-09-01,CAR,0.0
2020-09-01,BJRI,0.0
2020-09-01,ITRI,0.0
2020-09-01,EPAM,0.0
2020-09-01,CSTM,0.0
2020-09-01,OPRX,0.0
2020-09-01,VIVO,0.0
2020-09-01,CVGW,0.0
2020-09-01,CNC,0.0
2020-09-01,MDB,0.0
2020-09-01,RPRX,0.0
2020-09-01,CNS,0.0
2020-09-01,LYV,0.0
2020-09-01,AHCO,0.0
2020-09-01,SPWR,0.0
2020-09-01,NFLX,0.0
2020-09-01,STOR,0.0
2020-09-01,BNR,0.0
2020-09-01,SPTN,0.0
2020-09-01,CSTL,0.0
2020-09-01,ATRI,0.0
2020-09-01,TIGO,0.0
2020-09-01,ACCD,0.0
2020-09-01,SII.TO,0.0
2020-09-01,CERS,0.0
2020-09-01,LMAT,0.0
2020-09-01,NTUS,0.0
2020-09-01,CSII,0.0
2020-09-01,BLFS,0.0
2020-09-01,NHC,0.0
2020-09-01,HZNP,0.0
2020-09-01,ZI,0.0
2020-09-01,TDY,0.0
2020-09-01,TIGR,0.0
2020-09-01,ANGO,0.0
2020-09-01,AVTR,0.0
2020-09-01,OCFT,0.0
2020-09-01,HEI,0.0
2020-09-01,WMG,0.0
2020-09-01,MOH,0.0
2020-09-01,TRU,0.0
2020-09-01,KIDS,0.0
2020-09-01,CCRN,0.0
2020-09-01,NRC,0.0
2020-09-01,TYL,0.0
2020-09-01,LUNG,0.0
2020-09-01,SIBN,0.0
2020-09-01,VIRT,0.0
2020-09-01,VRAY,0.0
2020-09-01,WAL,0.0
2020-09-01,ROKU,0.0
2020-09-01,WT,0.0
2020-09-01,HWM,0.0
2020-09-01,PINS,0.0
2020-09-01,MAC,0.0
2020-09-01,CHWY,0.0
2020-09-01,DKS,0.0
2020-09-01,LAC.TO,0.0
2020-09-01,ETSY,0.0
2020-09-01,RYN,0.0
2020-09-01,CLS.TO,0.0
2020-09-01,JNK,0.0
2020-09-01,GDDY,0.0
2020-09-01,ALKS,0.0
2020-09-01,JYNT,0.0
2020-09-01,ZIMV,0.0
2020-09-01,HSC,0.0
2020-09-01,EXAS,0.0
2020-09-01,AGNC,0.0
2020-09-01,BURL,0.0
2020-09-01,AMC,0.0
2020-09-01,CG.TO,0.0
2020-09-01,HAS,0.0
2020-09-01,GLPI,0.0
2020-09-01,MTN,0.0
2020-09-01,BKD,0.0
2020-09-01,BAH,0.0
2020-09-01,CNO,0.0
2020-09-01,CMP,0.0
2020-09-01,HE,0.0
2020-09-01,RGEN,0.0
2020-09-01,POST,0.0
2020-09-01,OCDX,0.0
2020-09-01,BLDR,0.0
2020-09-01,WTS,0.0
2020-09-01,HBM.TO,0.0
2020-09-01,FIVE,0.0
2020-09-01,TCMD,0.0
2020-09-01,ZTS,0.0
2020-09-01,CABO,0.0
2020-09-01,PTON,0.0
2020-09-01,AXON,0.0
2020-09-01,NBIX,0.0
2020-09-01,TXG,0.0
2020-09-01,DBX,0.0
2020-09-01,DLB,0.0
2020-09-01,SR,0.0
2020-09-01,WEX,0.0
2020-09-01,QS,0.0
2020-09-01,TTEC,0.0
2020-09-01,FDP,0.0
2020-09-01,MAT,0.0
2020-09-01,EEFT,0.0
2020-09-01,ALE,0.0
2020-09-01,TSP,0.0
2020-09-01,USM,0.0
2020-09-01,AVA,0.0
2020-09-01,CDXS,0.0
2020-09-01,EXEL,0.0
2020-09-01,ITT,0.0
2020-09-01,PDM,0.0
2020-09-01,NTLA,0.0
2020-09-01,PII,0.0
2020-09-01,BC,0.0
2020-09-01,SQ,0.0
2020-09-01,SLAB,0.0
2020-09-01,NTNX,0.0
2020-09-01,SPR,0.0
2020-09-01,NCR,0.0
2020-09-01,NVAX,0.0
2020-09-01,TDC,0.0
2020-09-01,RHP,0.0
2020-09-01,NKE,0.0
2020-09-01,IONS,0.0
2020-09-01,WEN,0.0
2020-09-01,SXT,0.0
2020-09-01,UVV,0.0
2020-09-01,TWLO,0.0
2020-09-01,SIX,0.0
2020-09-01,DNLI,0.0
2020-09-01,NTRA,0.0
2020-09-01,ACAD,0.0
2020-09-01,SIL.TO,0.0
2020-09-01,ANGI,0.0
2020-09-01,DENN,0.0
2020-09-01,SPCE,0.0
2020-09-01,LGO.TO,0.0
2020-09-01,BLDP.TO,0.0
2020-09-01,SKLZ,0.0
2020-09-01,HWP,0.0
2020-09-01,TIF,0.0
2020-09-01,AXLL,0.0
2020-09-01,CVC,0.0
2020-09-01,TIBX,0.0
2020-09-01,WOOF,0.0
2020-09-01,BGC,0.0
2020-09-01,ADT,0.0
2020-09-01,TCO,0.0
2020-09-01,ATG,0.0
2020-09-01,DDS,0.0
2020-09-01,COL,0.0
2020-09-01,CHTR,0.0
2020-09-01,GNW,0.0
2020-09-01,H,0.0
2020-09-01,TIME,0.0
2020-09-01,GES,0.0
2020-09-01,CBLAQ,0.0
2020-09-01,AXE,0.0
2020-09-01,MUSA,0.0
2020-09-01,PAG,0.0
2020-09-01,ULTA,0.0
2020-09-01,AIV,0.0
2020-09-01,VSM,0.0
2020-09-01,REZI,0.0
2020-09-01,SSYS,0.0
2020-09-01,DDD,0.0
2020-09-01,SGFY,0.0
2020-09-01,VCRA,0.0
2020-09-01,VOD,0.0
2020-09-01,OKTA,0.0
2020-09-01,JBSS,0.0
2020-09-01,EAR,0.0
2020-09-01,PRDO,0.0
2020-09-01,INGN,0.0
2020-09-01,ALNY,0.0
2020-09-01,COUP,0.0
2020-09-01,TMDX,0.0
2020-09-01,OSUR,0.0
2020-09-01,COLD,0.0
2020-09-01,CONE,0.0
2020-09-01,MPW,0.0
2020-09-01,NXPI,0.0
2020-09-01,AER,0.0
2020-09-01,CVA,0.0
2020-09-01,CLH,0.0
2020-09-01,RAMP,0.0
2020-09-01,WBD,0.0
2020-09-01,LBRDK,0.0
2020-09-01,PDCE,0.0
2020-09-01,LPX,0.0
2020-09-01,SLM,0.0
2020-09-01,DXC,0.0
2020-09-01,NXST,0.0
2020-09-01,STX,0.0
2020-09-01,BBWI,0.0
2020-09-01,EVR,0.0
2020-09-01,CROX,0.0
2020-09-01,KOS,0.0
2020-09-01,ZM,0.0
2020-09-01,SANM,0.0
2020-09-01,ATUS,0.0
2020-09-01,LCID,0.0
2020-09-01,SHOO,0.0
2020-09-01,RCM,0.0
2020-09-01,TROX,0.0
2020-09-01,EXP,0.0
2020-09-01,RDFN,0.0
2020-09-01,GPI,0.0
2020-09-01,ENOV,0.0
2020-09-01,WWW,0.0
2020-09-01,BLMN,0.0
2020-09-01,GTN,0.0
2020-09-01,MTH,0.0
2020-09-01,ABG,0.0
2020-09-01,MLI,0.0
2020-09-01,PRGS,0.0
2020-09-01,SPOT,0.0
2020-09-01,BNTX,0.0
2020-09-01,RIVN,0.0
2020-09-01,TRGP,0.0
2020-09-01,DOCU,0.0
2020-09-01,CUTR,0.0
2020-09-01,NSP,0.0
2020-09-01,UFPI,0.0
2020-09-01,DNA,0.0
2020-09-01,COIN,0.0
2020-09-01,IAC,0.0
2020-09-01,LSTR,0.0
2020-09-01,HOOD,0.0
2020-09-01,VST,0.0
2020-09-01,MRVL,0.0
2020-09-01,VICI,0.0
2020-09-01,PEGA,0.0
2020-09-01,MRTX,0.0
2020-09-01,AUR,0.0
2020-09-01,LFST,0.0
2020-09-01,SABR,0.0
2020-09-01,ANF,0.0
2020-09-01,MYL,0.0
2020-09-01,RDC,0.0
2020-09-01,DISCK,0.0
2020-09-01,KRFT,0.0
2020-09-01,CVD,0.0
2020-09-01,FSL,0.0
2020-09-01,OCR,0.0
2020-09-01,WDR,0.0
2020-09-01,AAL,0.0
2020-09-01,PRE,0.0
2020-09-01,EGN,0.0
2020-09-01,QLGC,0.0
2020-09-01,TECD,0.0
2020-09-01,TDS,0.0
2020-09-01,PLCM,0.0
2020-09-01,GHL,0.0
2020-09-01,EV,0.0
2020-09-01,JHG,0.0
2020-09-01,HXL,0.0
2020-09-01,CLC,0.0
2020-09-01,DOFSQ,0.0
2020-09-01,GNCIQ,0.0
2020-09-01,CSRA,0.0
2020-09-01,W,0.0
2020-09-01,JAZZ,0.0
2020-09-01,AUPH,0.0
2020-09-01,ESTC,0.0
2020-09-01,GOOS.TO,0.0
2020-09-01,NXE.TO,0.0
2020-09-01,DML.TO,0.0
2020-09-01,BJ,0.0
2020-09-01,TSM,0.0
2020-09-01,COOP,0.0
2020-09-01,ADC,0.0
2020-09-01,WERN,0.0
2020-09-01,AR,0.0
2020-09-01,0FUT.IL,0.0
2020-09-01,LITE,0.0
2020-09-01,RUSHA,0.0
2020-09-01,SEAS,0.0
2020-09-01,MTG,0.0
2020-09-01,GSKN.MX,0.0
2020-09-01,NAVI,0.0
2020-09-01,BX,0.0
2020-09-01,GPK,0.0
2020-09-01,EPR,0.0
2020-09-01,MELI,0.0
2020-09-01,HMN,0.0
2020-09-01,CHDN,0.0
2020-09-01,SMTC,0.0
2020-09-01,DK,0.0
2020-09-01,LSXMA,0.0
2020-09-01,FRSH,0.0
2020-09-01,CLVT,0.0
2020-09-01,OPK,0.0
2020-09-01,FRX,0.0
2020-09-01,LO,0.0
2020-09-01,BEAM,0.0
2020-09-01,WLTW,0.0
2020-09-01,TGI,0.0
2020-09-01,ROC,0.0
2020-09-01,TWC,0.0
2020-09-01,TWTC,0.0
2020-09-01,NBR,0.0
2020-09-01,CVG,0.0
2020-09-01,TWX,0.0
2020-09-01,WW,0.0
2020-09-01,NCLH,0.0
2020-09-01,BWXT,0.0
2020-09-01,JBLU,0.0
2020-09-01,MIC,0.0
2020-09-01,BYD,0.0
2020-09-01,PENN,0.0
2020-09-01,SAVE,0.0
2020-09-01,STAY,0.0
2020-09-01,TIVO,0.0
2020-09-01,KELYA,0.0
2020-09-01,DDOG,0.0
2020-09-01,PARA,0.0
2020-09-01,GNRC,0.0
2020-09-01,ENPH,0.0
2020-09-01,ZG,0.0
2020-09-01,ARNA,0.0
2020-09-01,TLRY,0.0
2020-09-01,OGI.TO,0.0
2020-12-01,SPY,1378287.0
2020-12-01,VWO,659804.0
2020-12-01,GLD,532419.0
2020-12-01,WMT,443779.0
2020-12-01,PG,375045.0
2020-12-01,BABA,372484.0
2020-12-01,IEMG,333945.0
2020-12-01,IVV,300717.0
2020-12-01,IAU,280741.0
2020-12-01,0A2S.IL,252669.0
2020-12-01,KO,248426.0
2020-12-01,JNJ,231312.0
2020-12-01,PEP,219141.0
2020-12-01,EEM,197608.0
2020-12-01,COST,183290.0
2020-12-01,MCD,165265.0
2020-12-01,FXI,164615.0
2020-12-01,VEA,160625.0
2020-12-01,EFA,156470.0
2020-12-01,LQD,152109.0
2020-12-01,JD,150660.0
2020-12-01,IEFA,144160.0
2020-12-01,MCHI,133474.0
2020-12-01,SBUX,127629.0
2020-12-01,BIDU,108495.0
2020-12-01,EL,100328.0
2020-12-01,ABT,99956.0
2020-12-01,TGT,95139.0
2020-12-01,DHR,92578.0
2020-12-01,MDLZ,86080.0
2020-12-01,EWT,78862.0
2020-12-01,CL,77087.0
2020-12-01,CVS,55854.0
2020-12-01,DG,54982.0
2020-12-01,ISRG,54369.0
2020-12-01,MNST,53707.0
2020-12-01,JPM,52449.0
2020-12-01,EDU,52187.0
2020-12-01,0A2X.IL,51839.0
2020-12-01,KMB,47890.0
2020-12-01,BEKE,47834.0
2020-12-01,SYK,46289.0
2020-12-01,VEEV,44997.0
2020-12-01,NTES,44222.0
2020-12-01,STZ,44127.0
2020-12-01,KHC,43782.0
2020-12-01,BAC,42418.0
2020-12-01,CMG,42184.0
2020-12-01,YUMC,41702.0
2020-12-01,BF-B,38647.0
2020-12-01,SYY,37087.0
2020-12-01,GIS,36948.0
2020-12-01,BDX,36603.0
2020-12-01,TCOM,35423.0
2020-12-01,YUM,33607.0
2020-12-01,MSFT,33199.0
2020-12-01,HSY,31715.0
2020-12-01,WBA,31159.0
2020-12-01,ADM,29375.0
2020-12-01,GDS,29266.0
2020-12-01,EW,28577.0
2020-12-01,0LQ0.IL,28506.0
2020-12-01,HCA,27449.0
2020-12-01,DLTR,26927.0
2020-12-01,CLX,26404.0
2020-12-01,MKC,26251.0
2020-12-01,ZTO,26046.0
2020-12-01,BSX,25962.0
2020-12-01,BILI,25951.0
2020-12-01,HRL,25624.0
2020-12-01,CERN,24304.0
2020-12-01,TSN,23877.0
2020-12-01,C,22794.0
2020-12-01,K,22565.0
2020-12-01,ALGN,22208.0
2020-12-01,CHD,22091.0
2020-12-01,ATHM,22025.0
2020-12-01,CCEP.AS,22023.0
2020-12-01,SNAP,21593.0
2020-12-01,BAX,21584.0
2020-12-01,WFC,21569.0
2020-12-01,IDXX,21363.0
2020-12-01,UPS,20925.0
2020-12-01,0A2Z.IL,20846.0
2020-12-01,MS,19843.0
2020-12-01,KR,18603.0
2020-12-01,CAG,18257.0
2020-12-01,0A2I.IL,18167.0
2020-12-01,ZLAB,17895.0
2020-12-01,XPEV,17262.0
2020-12-01,GS,17251.0
2020-12-01,ZBH,16562.0
2020-12-01,DRI,16364.0
2020-12-01,RMD,15789.0
2020-12-01,CSX,15306.0
2020-12-01,WDAY,15069.0
2020-12-01,UNP,14903.0
2020-12-01,BLK,14371.0
2020-12-01,SJM,13559.0
2020-12-01,TFX,13520.0
2020-12-01,NOW,13440.0
2020-12-01,SAM,12686.0
2020-12-01,CHGG,12525.0
2020-12-01,NEM,12383.0
2020-12-01,NSC,12348.0
2020-12-01,DXCM,12025.0
2020-12-01,WST,12002.0
2020-12-01,SCHW,11626.0
2020-12-01,LW,11527.0
2020-12-01,BFAM,11339.0
2020-12-01,HOLX,11268.0
2020-12-01,MCK,11177.0
2020-12-01,ADBE,11154.0
2020-12-01,SCCO,11129.0
2020-12-01,ABC,10746.0
2020-12-01,0XWG.IL,10519.0
2020-12-01,ROP,10426.0
2020-12-01,GE,10223.0
2020-12-01,LH,10009.0
2020-12-01,DAR,9987.0
2020-12-01,QSR,9706.0
2020-12-01,DPZ,9693.0
2020-12-01,USB,9614.0
2020-12-01,NVDA,9455.0
2020-12-01,ARMK,9431.0
2020-12-01,STE,9331.0
2020-12-01,FCX,9330.0
2020-12-01,COO,9276.0
2020-12-01,RNG,9121.0
2020-12-01,APD,9073.0
2020-12-01,AON,8903.0
2020-12-01,WY,8902.0
2020-12-01,LU,8771.0
2020-12-01,PNC,8675.0
2020-12-01,ATVI,8652.0
2020-12-01,WB,8504.0
2020-12-01,ADSK,8494.0
2020-12-01,DE,8469.0
2020-12-01,GOOGL,8465.0
2020-12-01,TFC,8444.0
2020-12-01,MASI,8422.0
2020-12-01,ABMD,8402.0
2020-12-01,TAP,8208.0
2020-12-01,AMAT,8175.0
2020-12-01,BYND,8134.0
2020-12-01,DGX,8073.0
2020-12-01,LUV,8028.0
2020-12-01,CAH,8013.0
2020-12-01,LRCX,7959.0
2020-12-01,SPLK,7849.0
2020-12-01,QCOM,7797.0
2020-12-01,CRWD,7510.0
2020-12-01,GH,7265.0
2020-12-01,MAR,7253.0
2020-12-01,CASY,7241.0
2020-12-01,FDX,7150.0
2020-12-01,USFD,7093.0
2020-12-01,FAST,7088.0
2020-12-01,URI,6944.0
2020-12-01,ANET,6907.0
2020-12-01,MU,6857.0
2020-12-01,HLT,6844.0
2020-12-01,ITW,6820.0
2020-12-01,VMW,6796.0
2020-12-01,CSCO,6542.0
2020-12-01,HELE,6436.0
2020-12-01,FTV,6418.0
2020-12-01,CAT,6375.0
2020-12-01,BK,6257.0
2020-12-01,META,6220.0
2020-12-01,EA,6130.0
2020-12-01,FRPT,6099.0
2020-12-01,TXN,5828.0
2020-12-01,TXRH,5812.0
2020-12-01,XRAY,5793.0
2020-12-01,OLLI,5746.0
2020-12-01,TDOC,5662.0
2020-12-01,EWY,5653.0
2020-12-01,SPGI,5588.0
2020-12-01,PAYC,5580.0
2020-12-01,EMR,5552.0
2020-12-01,MLM,5551.0
2020-12-01,AMED,5526.0
2020-12-01,EWZ,5453.0
2020-12-01,INGR,5392.0
2020-12-01,49BA.SG,5374.0
2020-12-01,DAL,5348.0
2020-12-01,ADI,5331.0
2020-12-01,LIN,5309.0
2020-12-01,ZS,5212.0
2020-12-01,PYPL,5150.0
2020-12-01,LANC,5142.0
2020-12-01,UHS,5135.0
2020-12-01,VMC,5123.0
2020-12-01,LOPE,5067.0
2020-12-01,TROW,4971.0
2020-12-01,CHE,4866.0
2020-12-01,APH,4864.0
2020-12-01,FLO,4853.0
2020-12-01,TEL,4838.0
2020-12-01,LB,4801.0
2020-12-01,PANW,4732.0
2020-12-01,CDNS,4679.0
2020-12-01,QDEL,4600.0
2020-12-01,A,4514.0
2020-12-01,HSIC,4467.0
2020-12-01,IP,4435.0
2020-12-01,HLF,4426.0
2020-12-01,GWW,4388.0
2020-12-01,STT,4294.0
2020-12-01,MOMO,4219.0
2020-12-01,AMD,4192.0
2020-12-01,PPC,4159.0
2020-12-01,KLAC,4145.0
2020-12-01,PH,3997.0
2020-12-01,MKTX,3978.0
2020-12-01,DDOG,3945.0
2020-12-01,HCM,3872.0
2020-12-01,ANSS,3841.0
2020-12-01,BZUN,3785.0
2020-12-01,LYB,3766.0
2020-12-01,PFGC,3760.0
2020-12-01,AMP,3754.0
2020-12-01,BALL,3746.0
2020-12-01,CMI,3746.0
2020-12-01,HUBS,3743.0
2020-12-01,FRC,3722.0
2020-12-01,CHRW,3708.0
2020-12-01,PEN,3689.0
2020-12-01,BA,3633.0
2020-12-01,GLW,3632.0
2020-12-01,MCHP,3626.0
2020-12-01,SIVB,3614.0
2020-12-01,FITB,3607.0
2020-12-01,NUE,3574.0
2020-12-01,MSI,3542.0
2020-12-01,CDAY,3521.0
2020-12-01,PKG,3497.0
2020-12-01,FICO,3424.0
2020-12-01,PWR,3419.0
2020-12-01,ORCL,3352.0
2020-12-01,KEYS,3333.0
2020-12-01,NOAH,3320.0
2020-12-01,AJG,3259.0
2020-12-01,PCAR,3170.0
2020-12-01,DECK,3132.0
2020-12-01,ZNGA,3103.0
2020-12-01,GRMN,3043.0
2020-12-01,FTNT,2964.0
2020-12-01,ROK,2956.0
2020-12-01,GILD,2948.0
2020-12-01,HRC,2943.0
2020-12-01,DOW,2903.0
2020-12-01,FDS,2889.0
2020-12-01,ETN,2873.0
2020-12-01,RF,2843.0
