,Sym,Value ($000)
2013-12-01,BILI,0.0
2013-12-01,49BA.SG,0.0
2013-12-01,XPEV,0.0
2013-12-01,SAM,0.0
2013-12-01,AON,0.0
2013-12-01,DAR,0.0
2013-12-01,CHGG,0.0
2013-12-01,BK,0.0
2013-12-01,WST,0.0
2013-12-01,CARR,0.0
2013-12-01,DXCM,0.0
2013-12-01,ZLAB,0.0
2013-12-01,ARMK,0.0
2013-12-01,BFAM,0.0
2013-12-01,CASY,0.0
2013-12-01,STE,0.0
2013-12-01,GH,0.0
2013-12-01,ABMD,0.0
2013-12-01,BYND,0.0
2013-12-01,TXRH,0.0
2013-12-01,FRC,0.0
2013-12-01,TFX,0.0
2013-12-01,MASI,0.0
2013-12-01,FRPT,0.0
2013-12-01,SIVB,0.0
2013-12-01,OLLI,0.0
2013-12-01,HELE,0.0
2013-12-01,LOPE,0.0
2013-12-01,MKTX,0.0
2013-12-01,PFGC,0.0
2013-12-01,PEN,0.0
2013-12-01,HLF,0.0
2013-12-01,CFG,0.0
2013-12-01,LI,0.0
2013-12-01,AMED,0.0
2013-12-01,EQH,0.0
2013-12-01,FIZZ,0.0
2013-12-01,BRO,0.0
2013-12-01,CVNA,0.0
2013-12-01,LPLA,0.0
2013-12-01,SEIC,0.0
2013-12-01,TREX,0.0
2013-12-01,CHE,0.0
2013-12-01,FHN,0.0
2013-12-01,DY8A.F,0.0
2013-12-01,CBSH,0.0
2013-12-01,VOYA,0.0
2013-12-01,ARCC,0.0
2013-12-01,WEED.TO,0.0
2013-12-01,QDEL,0.0
2013-12-01,TFSL,0.0
2013-12-01,FOXA,0.0
2013-12-01,HUYA,0.0
2013-12-01,SNV,0.0
2013-12-01,INOV,0.0
2013-12-01,VRM,0.0
2013-12-01,TDOC,0.0
2013-12-01,BOKF,0.0
2013-12-01,BPOP,0.0
2013-12-01,VLY,0.0
2013-12-01,SHOP,0.0
2013-12-01,OZK,0.0
2013-12-01,SIRI,0.0
2013-12-01,STN.TO,0.0
2013-12-01,PACW,0.0
2013-12-01,CRON.TO,0.0
2013-12-01,KMI,0.0
2013-12-01,BOH,0.0
2013-12-01,WFG.TO,0.0
2013-12-01,217A.SG,0.0
2013-12-01,ASB,0.0
2013-12-01,SUI,0.0
2013-12-01,PANW,0.0
2013-12-01,FHI,0.0
2013-12-01,WAFD,0.0
2013-12-01,INVH,0.0
2013-12-01,ELS,0.0
2013-12-01,MAA,0.0
2013-12-01,BERY,0.0
2013-12-01,ELD.TO,0.0
2013-12-01,TFII.TO,0.0
2013-12-01,CAE.TO,0.0
2013-12-01,CFFN,0.0
2013-12-01,INSP,0.0
2013-12-01,WPC,0.0
2013-12-01,RNG,0.0
2013-12-01,BKR,0.0
2013-12-01,AYX,0.0
2013-12-01,VTRS,0.0
2013-12-01,SHAK,0.0
2013-12-01,CBOE,0.0
2013-12-01,OMCL,0.0
2013-12-01,BBY,0.0
2013-12-01,ALSN,0.0
2013-12-01,DOO.TO,0.0
2013-12-01,RBA,0.0
2013-12-01,HII,0.0
2013-12-01,EQX.TO,0.0
2013-12-01,PAYC,0.0
2013-12-01,CSGP,0.0
2013-12-01,HAIN,0.0
2013-12-01,CACC,0.0
2013-12-01,VER,0.0
2013-12-01,OHI,0.0
2013-12-01,CRWD,0.0
2013-12-01,CIGI.TO,0.0
2013-12-01,CDAY,0.0
2013-12-01,PYPL,0.0
2013-12-01,SRPT,0.0
2013-12-01,HTA,0.0
2013-12-01,WWE,0.0
2013-12-01,DECK,0.0
2013-12-01,EHC,0.0
2013-12-01,HHC,0.0
2013-12-01,MX.TO,0.0
2013-12-01,VET.TO,0.0
2013-12-01,SRC,0.0
2013-12-01,FCN,0.0
2013-12-01,NKTR,0.0
2013-12-01,NEPT.TO,0.0
2013-12-01,SEB,0.0
2013-12-01,PRMW.TO,0.0
2013-12-01,CELH,0.0
2013-12-01,ERF.TO,0.0
2013-12-01,CIM,0.0
2013-12-01,TA.TO,0.0
2013-12-01,NG.TO,0.0
2013-12-01,BEST,0.0
2013-12-01,LIN,0.0
2013-12-01,MBB,0.0
2013-12-01,ABNB,0.0
2013-12-01,BZ,0.0
2013-12-01,PODD,0.0
2013-12-01,A,0.0
2013-12-01,CTVA,0.0
2013-12-01,DIDI,0.0
2013-12-01,LEGN,0.0
2013-12-01,HPQ,0.0
2013-12-01,KEYS,0.0
2013-12-01,AMD,0.0
2013-12-01,NET,0.0
2013-12-01,ZS,0.0
2013-12-01,ZBRA,0.0
2013-12-01,IBKR,0.0
2013-12-01,ABBV,0.0
2013-12-01,AVGO,0.0
2013-12-01,DOCS,0.0
2013-12-01,AMH,0.0
2013-12-01,HPE,0.0
2013-12-01,NVST,0.0
2013-12-01,NVCR,0.0
2013-12-01,TNDM,0.0
2013-12-01,UI,0.0
2013-12-01,SAFM,0.0
2013-12-01,SWAV,0.0
2013-12-01,SFM,0.0
2013-12-01,XYL,0.0
2013-12-01,PZZA,0.0
2013-12-01,SI,0.0
2013-12-01,GMED,0.0
2013-12-01,DADA,0.0
2013-12-01,SMPL,0.0
2013-12-01,MRNA,0.0
2013-12-01,SPB,0.0
2013-12-01,U,0.0
2013-12-01,TWNK,0.0
2013-12-01,LSI,0.0
2013-12-01,OLED,0.0
2013-12-01,AMN,0.0
2013-12-01,CBRL,0.0
2013-12-01,CGNX,0.0
2013-12-01,LHCG,0.0
2013-12-01,EVH,0.0
2013-12-01,ICUI,0.0
2013-12-01,MMSI,0.0
2013-12-01,PLTR,0.0
2013-12-01,QFIN,0.0
2013-12-01,WDFC,0.0
2013-12-01,AGL,0.0
2013-12-01,ENSG,0.0
2013-12-01,GRMN,0.0
2013-12-01,IART,0.0
2013-12-01,Z,0.0
2013-12-01,IRTC,0.0
2013-12-01,CERT,0.0
2013-12-01,NUS,0.0
2013-12-01,GHC,0.0
2013-12-01,ACHC,0.0
2013-12-01,COUR,0.0
2013-12-01,PINC,0.0
2013-12-01,ACI,0.0
2013-12-01,FSLR,0.0
2013-12-01,EPC,0.0
2013-12-01,COKE,0.0
2013-12-01,CALM,0.0
2013-12-01,CENTA,0.0
2013-12-01,IR,0.0
2013-12-01,TER,0.0
2013-12-01,STAA,0.0
2013-12-01,DT,0.0
2013-12-01,HUBS,0.0
2013-12-01,LNTH,0.0
2013-12-01,MED,0.0
2013-12-01,LEVI,0.0
2013-12-01,RELX,0.0
2013-12-01,PSMT,0.0
2013-12-01,DELL,0.0
2013-12-01,XPO,0.0
2013-12-01,AZN,0.0
2013-12-01,SDGR,0.0
2013-12-01,GKOS,0.0
2013-12-01,THS,0.0
2013-12-01,NARI,0.0
2013-12-01,MPWR,0.0
2013-12-01,NEOG,0.0
2013-12-01,OSH,0.0
2013-12-01,GDRX,0.0
2013-12-01,HAE,0.0
2013-12-01,JJSF,0.0
2013-12-01,IRBT,0.0
2013-12-01,RUN,0.0
2013-12-01,REYN,0.0
2013-12-01,IPAR,0.0
2013-12-01,ARW,0.0
2013-12-01,CD,0.0
2013-12-01,SKIN,0.0
2013-12-01,GSK,0.0
2013-12-01,ATRC,0.0
2013-12-01,NUVA,0.0
2013-12-01,SNN,0.0
2013-12-01,STRA,0.0
2013-12-01,ENTG,0.0
2013-12-01,BR,0.0
2013-12-01,SKX,0.0
2013-12-01,INCY,0.0
2013-12-01,LRN,0.0
2013-12-01,QRVO,0.0
2013-12-01,SNOW,0.0
2013-12-01,ITGR,0.0
2013-12-01,OKE,0.0
2013-12-01,IPGP,0.0
2013-12-01,WOLF,0.0
2013-12-01,NVRO,0.0
2013-12-01,PHR,0.0
2013-12-01,ELF,0.0
2013-12-01,OLPX,0.0
2013-12-01,WMK,0.0
2013-12-01,IQV,0.0
2013-12-01,BSY,0.0
2013-12-01,IMKTA,0.0
2013-12-01,AXNX,0.0
2013-12-01,GEN,0.0
2013-12-01,HCAT,0.0
2013-12-01,MGPI,0.0
2013-12-01,GWRE,0.0
2013-12-01,API,0.0
2013-12-01,LBRDA,0.0
2013-12-01,NXGN,0.0
2013-12-01,OM,0.0
2013-12-01,CWEN,0.0
2013-12-01,MIDD,0.0
2013-12-01,DUOL,0.0
2013-12-01,PNR,0.0
2013-12-01,FIGS,0.0
2013-12-01,KC,0.0
2013-12-01,SEDG,0.0
2013-12-01,TWOU,0.0
2013-12-01,MSA,0.0
2013-12-01,ONEM,0.0
2013-12-01,BRBR,0.0
2013-12-01,USNA,0.0
2013-12-01,CYRX,0.0
2013-12-01,NVTA,0.0
2013-12-01,MODV,0.0
2013-12-01,RH,0.0
2013-12-01,CWT,0.0
2013-12-01,CRVL,0.0
2013-12-01,AVNS,0.0
2013-12-01,QGEN,0.0
2013-12-01,FND,0.0
2013-12-01,SLP,0.0
2013-12-01,REGI,0.0
2013-12-01,TTWO,0.0
2013-12-01,BIG,0.0
2013-12-01,DASH,0.0
2013-12-01,ARES,0.0
2013-12-01,ADUS,0.0
2013-12-01,AMWL,0.0
2013-12-01,AMEH,0.0
2013-12-01,CUBE,0.0
2013-12-01,HSKA,0.0
2013-12-01,CTLT,0.0
2013-12-01,TDG,0.0
2013-12-01,RUTH,0.0
2013-12-01,SILK,0.0
2013-12-01,TTD,0.0
2013-12-01,MLAB,0.0
2013-12-01,USPH,0.0
2013-12-01,LAD,0.0
2013-12-01,FLGT,0.0
2013-12-01,CMC,0.0
2013-12-01,LAZR,0.0
2013-12-01,PRVA,0.0
2013-12-01,CAR,0.0
2013-12-01,BJRI,0.0
2013-12-01,ITRI,0.0
2013-12-01,EPAM,0.0
2013-12-01,CSTM,0.0
2013-12-01,OPRX,0.0
2013-12-01,VIVO,0.0
2013-12-01,CVGW,0.0
2013-12-01,CNC,0.0
2013-12-01,MDB,0.0
2013-12-01,RPRX,0.0
2013-12-01,CNS,0.0
2013-12-01,LYV,0.0
2013-12-01,AHCO,0.0
2013-12-01,SPWR,0.0
2013-12-01,NFLX,0.0
2013-12-01,STOR,0.0
2013-12-01,BNR,0.0
2013-12-01,SPTN,0.0
2013-12-01,CSTL,0.0
2013-12-01,ATRI,0.0
2013-12-01,TIGO,0.0
2013-12-01,ACCD,0.0
2013-12-01,SII.TO,0.0
2013-12-01,CERS,0.0
2013-12-01,LMAT,0.0
2013-12-01,NTUS,0.0
2013-12-01,CSII,0.0
2013-12-01,BLFS,0.0
2013-12-01,NHC,0.0
2013-12-01,HZNP,0.0
2013-12-01,ZI,0.0
2013-12-01,TDY,0.0
2013-12-01,TIGR,0.0
2013-12-01,ANGO,0.0
2013-12-01,AVTR,0.0
2013-12-01,OCFT,0.0
2013-12-01,HEI,0.0
2013-12-01,AA,0.0
2013-12-01,WMG,0.0
2013-12-01,CC,0.0
2013-12-01,MOH,0.0
2013-12-01,TRU,0.0
2013-12-01,KIDS,0.0
2013-12-01,CCRN,0.0
2013-12-01,NRC,0.0
2013-12-01,TYL,0.0
2013-12-01,LUNG,0.0
2013-12-01,SIBN,0.0
2013-12-01,VIRT,0.0
2013-12-01,VRAY,0.0
2013-12-01,WAL,0.0
2013-12-01,ROKU,0.0
2013-12-01,WT,0.0
2013-12-01,HWM,0.0
2013-12-01,PINS,0.0
2013-12-01,MAC,0.0
2013-12-01,CHWY,0.0
2013-12-01,DKS,0.0
2013-12-01,LAC.TO,0.0
2013-12-01,ETSY,0.0
2013-12-01,RYN,0.0
2013-12-01,CLS.TO,0.0
2013-12-01,JNK,0.0
2013-12-01,GDDY,0.0
2013-12-01,ALKS,0.0
2013-12-01,JYNT,0.0
2013-12-01,ZIMV,0.0
2013-12-01,HSC,0.0
2013-12-01,EXAS,0.0
2013-12-01,AGNC,0.0
2013-12-01,BURL,0.0
2013-12-01,AMC,0.0
2013-12-01,CG.TO,0.0
2013-12-01,HAS,0.0
2013-12-01,GLPI,0.0
2013-12-01,MTN,0.0
2013-12-01,BKD,0.0
2013-12-01,BAH,0.0
2013-12-01,CNO,0.0
2013-12-01,CMP,0.0
2013-12-01,HE,0.0
2013-12-01,RGEN,0.0
2013-12-01,POST,0.0
2013-12-01,OCDX,0.0
2013-12-01,BLDR,0.0
2013-12-01,WTS,0.0
2013-12-01,HBM.TO,0.0
2013-12-01,FIVE,0.0
2013-12-01,TCMD,0.0
2013-12-01,ZTS,0.0
2013-12-01,CABO,0.0
2013-12-01,PTON,0.0
2013-12-01,AXON,0.0
2013-12-01,NBIX,0.0
2013-12-01,TXG,0.0
2013-12-01,DBX,0.0
2013-12-01,DLB,0.0
2013-12-01,SR,0.0
2013-12-01,WEX,0.0
2013-12-01,QS,0.0
2013-12-01,TTEC,0.0
2013-12-01,FDP,0.0
2013-12-01,MAT,0.0
2013-12-01,EEFT,0.0
2013-12-01,ALE,0.0
2013-12-01,TSP,0.0
2013-12-01,USM,0.0
2013-12-01,AVA,0.0
2013-12-01,CDXS,0.0
2013-12-01,EXEL,0.0
2013-12-01,ITT,0.0
2013-12-01,PDM,0.0
2013-12-01,NTLA,0.0
2013-12-01,PII,0.0
2013-12-01,BC,0.0
2013-12-01,SQ,0.0
2013-12-01,SLAB,0.0
2013-12-01,NTNX,0.0
2013-12-01,SPR,0.0
2013-12-01,NVAX,0.0
2013-12-01,TDC,0.0
2013-12-01,RHP,0.0
2013-12-01,NKE,0.0
2013-12-01,IONS,0.0
2013-12-01,WEN,0.0
2013-12-01,SXT,0.0
2013-12-01,UVV,0.0
2013-12-01,TWLO,0.0
2013-12-01,SIX,0.0
2013-12-01,DNLI,0.0
2013-12-01,NTRA,0.0
2013-12-01,ACAD,0.0
2013-12-01,SIL.TO,0.0
2013-12-01,ANGI,0.0
2013-12-01,DENN,0.0
2013-12-01,SPCE,0.0
2013-12-01,LGO.TO,0.0
2013-12-01,BLDP.TO,0.0
2013-12-01,SKLZ,0.0
2013-12-01,AXLL,0.0
2013-12-01,ADT,0.0
2013-12-01,TCO,0.0
2013-12-01,ATG,0.0
2013-12-01,AVT,0.0
2013-12-01,DDS,0.0
2013-12-01,CHTR,0.0
2013-12-01,GNW,0.0
2013-12-01,H,0.0
2013-12-01,TIME,0.0
2013-12-01,GES,0.0
2013-12-01,CBLAQ,0.0
2013-12-01,ATI,0.0
2013-12-01,SON,0.0
2013-12-01,AXE,0.0
2013-12-01,MUSA,0.0
2013-12-01,PAG,0.0
2013-12-01,AIV,0.0
2013-12-01,VSM,0.0
2013-12-01,REZI,0.0
2013-12-01,MANH,0.0
2013-12-01,ACM,0.0
2013-12-01,HDS,0.0
2013-12-01,CDK,0.0
2013-12-01,NAV,0.0
2013-12-01,FEYE,0.0
2013-12-01,AMKR,0.0
2013-12-01,TGNA,0.0
2013-12-01,KMT,0.0
2013-12-01,WOR,0.0
2013-12-01,VIAV,0.0
2013-12-01,OLN,0.0
2013-12-01,RMBS,0.0
2013-12-01,GEF,0.0
2013-12-01,SCS,0.0
2013-12-01,MLKN,0.0
2013-12-01,WSO,0.0
2013-12-01,CRS,0.0
2013-12-01,SSYS,0.0
2013-12-01,DDD,0.0
2013-12-01,SGFY,0.0
2013-12-01,OTIS,0.0
2013-12-01,VCRA,0.0
2013-12-01,VOD,0.0
2013-12-01,OKTA,0.0
2013-12-01,JBSS,0.0
2013-12-01,EAR,0.0
2013-12-01,PRDO,0.0
2013-12-01,INGN,0.0
2013-12-01,ALNY,0.0
2013-12-01,COUP,0.0
2013-12-01,TMDX,0.0
2013-12-01,OSUR,0.0
2013-12-01,COLD,0.0
2013-12-01,CONE,0.0
2013-12-01,MPW,0.0
2013-12-01,NXPI,0.0
2013-12-01,AER,0.0
2013-12-01,CVA,0.0
2013-12-01,CLH,0.0
2013-12-01,RAMP,0.0
2013-12-01,WBD,0.0
2013-12-01,LBRDK,0.0
2013-12-01,PDCE,0.0
2013-12-01,LPX,0.0
2013-12-01,SLM,0.0
2013-12-01,DXC,0.0
2013-12-01,NXST,0.0
2013-12-01,STX,0.0
2013-12-01,BBWI,0.0
2013-12-01,EVR,0.0
2013-12-01,CROX,0.0
2013-12-01,KOS,0.0
2013-12-01,ZM,0.0
2013-12-01,SANM,0.0
2013-12-01,ATUS,0.0
2013-12-01,LCID,0.0
2013-12-01,SHOO,0.0
2013-12-01,RCM,0.0
2013-12-01,TROX,0.0
2013-12-01,EXP,0.0
2013-12-01,RDFN,0.0
2013-12-01,GPI,0.0
2013-12-01,ENOV,0.0
2013-12-01,MATX,0.0
2013-12-01,WWW,0.0
2013-12-01,BLMN,0.0
2013-12-01,GTN,0.0
2013-12-01,MTH,0.0
2013-12-01,ABG,0.0
2013-12-01,MLI,0.0
2013-12-01,PRGS,0.0
2013-12-01,SPOT,0.0
2013-12-01,BNTX,0.0
2013-12-01,RIVN,0.0
2013-12-01,TRGP,0.0
2013-12-01,DOCU,0.0
2013-12-01,CUTR,0.0
2013-12-01,NSP,0.0
2013-12-01,UFPI,0.0
2013-12-01,DNA,0.0
2013-12-01,COIN,0.0
2013-12-01,IAC,0.0
2013-12-01,LSTR,0.0
2013-12-01,HOOD,0.0
2013-12-01,VST,0.0
2013-12-01,MRVL,0.0
2013-12-01,VICI,0.0
2013-12-01,PEGA,0.0
2013-12-01,MRTX,0.0
2013-12-01,AUR,0.0
2013-12-01,LFST,0.0
2013-12-01,SABR,0.0
2013-12-01,MYL,0.0
2013-12-01,RDC,0.0
2013-12-01,DISCK,0.0
2013-12-01,KRFT,0.0
2013-12-01,CVD,0.0
2013-12-01,FSL,0.0
2013-12-01,OCR,0.0
2013-12-01,WDR,0.0
2013-12-01,AAL,0.0
2013-12-01,PRE,0.0
2013-12-01,EGN,0.0
2013-12-01,QLGC,0.0
2013-12-01,TECD,0.0
2013-12-01,TDS,0.0
2013-12-01,PLCM,0.0
2013-12-01,GHL,0.0
2013-12-01,EV,0.0
2013-12-01,JHG,0.0
2013-12-01,HXL,0.0
2013-12-01,CLC,0.0
2013-12-01,DOFSQ,0.0
2013-12-01,GNCIQ,0.0
2013-12-01,CSRA,0.0
2013-12-01,LVGO,0.0
2013-12-01,PLAN,0.0
2013-12-01,COHR,0.0
2013-12-01,PCTY,0.0
2013-12-01,COMM,0.0
2013-12-01,W,0.0
2013-12-01,JAZZ,0.0
2013-12-01,AUPH,0.0
2013-12-01,ESTC,0.0
2013-12-01,GOOS.TO,0.0
2013-12-01,NXE.TO,0.0
2013-12-01,DML.TO,0.0
2013-12-01,BJ,0.0
2013-12-01,TSM,0.0
2013-12-01,COOP,0.0
2013-12-01,ADC,0.0
2013-12-01,WERN,0.0
2013-12-01,AR,0.0
2013-12-01,0FUT.IL,0.0
2013-12-01,LITE,0.0
2013-12-01,RUSHA,0.0
2013-12-01,SEAS,0.0
2013-12-01,MTG,0.0
2013-12-01,GSKN.MX,0.0
2013-12-01,NAVI,0.0
2013-12-01,BX,0.0
2013-12-01,GPK,0.0
2013-12-01,EPR,0.0
2013-12-01,MELI,0.0
2013-12-01,HMN,0.0
2013-12-01,CHDN,0.0
2013-12-01,SMTC,0.0
2013-12-01,DK,0.0
2013-12-01,LSXMA,0.0
2013-12-01,FRSH,0.0
2013-12-01,CLVT,0.0
2013-12-01,OPK,0.0
2013-12-01,CVG,0.0
2013-12-01,TWX,0.0
2013-12-01,WW,0.0
2013-12-01,NCLH,0.0
2013-12-01,BWXT,0.0
2013-12-01,JBLU,0.0
2013-12-01,MIC,0.0
2013-12-01,BYD,0.0
2013-12-01,PENN,0.0
2013-12-01,SAVE,0.0
2013-12-01,STAY,0.0
2013-12-01,TIVO,0.0
2013-12-01,KELYA,0.0
2013-12-01,DDOG,0.0
2013-12-01,PARA,0.0
2013-12-01,GNRC,0.0
2013-12-01,ENPH,0.0
2013-12-01,ZG,0.0
2013-12-01,ARNA,0.0
2013-12-01,TLRY,0.0
2013-12-01,OGI.TO,0.0
2015-03-01,VWO,4577428.0
2015-03-01,SPY,3387207.0
2015-03-01,EEM,3079716.0
2015-03-01,AAPL,91207.0
2015-03-01,LQD,67410.0
2015-03-01,POT,39312.0
2015-03-01,IVV,36370.0
2015-03-01,JNJ,26970.0
2015-03-01,KO,23429.0
2015-03-01,VALPQ,22175.0
2015-03-01,MU,22110.0
2015-03-01,IBM,21835.0
2015-03-01,AGU,20919.0
2015-03-01,MCHP,20264.0
2015-03-01,SYY,19443.0
2015-03-01,MET,18827.0
2015-03-01,VRSN,18057.0
2015-03-01,INTC,17833.0
2015-03-01,EA,17329.0
2015-03-01,GG,16469.0
2015-03-01,ABX.TO,16091.0
2015-03-01,EMN,15690.0
2015-03-01,MON,15632.0
2015-03-01,RAD,14776.0
2015-03-01,XOM,14354.0
2015-03-01,LRCX,14019.0
2015-03-01,CSCO,13872.0
2015-03-01,BP,13829.0
2015-03-01,CVX,13805.0
2015-03-01,BHP,13718.0
2015-03-01,OXY,13680.0
2015-03-01,CERN,13661.0
2015-03-01,COP,13560.0
2015-03-01,EOG,13533.0
2015-03-01,UNH,13508.0
2015-03-01,MDT,13479.0
2015-03-01,NEM,13464.0
2015-03-01,EMC,13250.0
2015-03-01,ORLY,13156.0
2015-03-01,RIO,13140.0
2015-03-01,NVDA,13020.0
2015-03-01,WU,12877.0
2015-03-01,PEP,12479.0
2015-03-01,LUV,12299.0
2015-03-01,LH,12172.0
2015-03-01,SHW,12148.0
2015-03-01,MCK,12059.0
2015-03-01,TGT,12031.0
2015-03-01,SU.TO,11569.0
2015-03-01,DGX,11381.0
2015-03-01,APC,11320.0
2015-03-01,JNPR,11291.0
2015-03-01,PBR,11097.0
2015-03-01,TXN,10980.0
2015-03-01,JOY,10739.0
2015-03-01,GLW,10707.0
2015-03-01,LUMN,10561.0
2015-03-01,VMW,10222.0
2015-03-01,PRU,9952.0
2015-03-01,TSN,9831.0
2015-03-01,FTI,9711.0
2015-03-01,PSX,9326.0
2015-03-01,BBBY,9180.0
2015-03-01,CNQ.TO,9075.0
2015-03-01,IMO.TO,8941.0
2015-03-01,WPM,8800.0
2015-03-01,LLTC,8681.0
2015-03-01,BIIB,8633.0
2015-03-01,HD,8564.0
2015-03-01,QCOM,8499.0
2015-03-01,CREE,8491.0
2015-03-01,ESRX,8413.0
2015-03-01,SPGI,8389.0
2015-03-01,VALE,8321.0
2015-03-01,URBN,8297.0
2015-03-01,M,8248.0
2015-03-01,VIAB,8049.0
2015-03-01,AEM,7977.0
2015-03-01,VZ,7954.0
2015-03-01,GE,7934.0
2015-03-01,FNV.TO,7886.0
2015-03-01,ABC,7802.0
2015-03-01,LB,7628.0
2015-03-01,AZO,7618.0
2015-03-01,PH,7550.0
2015-03-01,MOS,7241.0
2015-03-01,WMT,7189.0
2015-03-01,SO,7131.0
2015-03-01,WFM,7084.0
2015-03-01,MGM,7075.0
2015-03-01,BRCM,6804.0
2015-03-01,URI,6768.0
2015-03-01,DVN,6700.0
2015-03-01,SCCO,6550.0
2015-03-01,GOOGL,6540.0
2015-03-01,BA,6447.0
2015-03-01,PXD,6426.0
2015-03-01,HON,6425.0
2015-03-01,UNP,6406.0
2015-03-01,ADBE,6370.0
2015-03-01,CHK,6349.0
2015-03-01,CAH,6319.0
2015-03-01,APA,6286.0
2015-03-01,GPS,6211.0
2015-03-01,LOW,6141.0
2015-03-01,FFIV,6126.0
2015-03-01,VLO,6118.0
2015-03-01,AMAT,5788.0
2015-03-01,FCX,5683.0
2015-03-01,PCP,5658.0
2015-03-01,HES,5409.0
2015-03-01,T,5403.0
2015-03-01,KSS,5376.0
2015-03-01,PEG,5332.0
2015-03-01,FLR,5240.0
2015-03-01,ACN,5172.0
2015-03-01,ETR,5122.0
2015-03-01,NBL,5064.0
2015-03-01,PTR,5049.0
2015-03-01,ALXN,5043.0
2015-03-01,WDC,4973.0
2015-03-01,WY,4816.0
2015-03-01,MRO,4781.0
2015-03-01,CCI,4704.0
2015-03-01,CMG,4553.0
2015-03-01,CTSH,4530.0
2015-03-01,RGLD,4519.0
2015-03-01,DVA,4497.0
2015-03-01,PCAR,4486.0
2015-03-01,YRI.TO,4333.0
2015-03-01,AU,4303.0
2015-03-01,NEE,4284.0
2015-03-01,DUK,4282.0
2015-03-01,NTAP,4260.0
2015-03-01,MSFT,4067.0
2015-03-01,CLX,4056.0
2015-03-01,SNDK,4002.0
2015-03-01,XRX,4001.0
2015-03-01,PAYX,3973.0
2015-03-01,TECK-B.TO,3830.0
2015-03-01,CXO,3802.0
2015-03-01,AXP,3782.0
2015-03-01,GIS,3735.0
2015-03-01,ILMN,3612.0
2015-03-01,EMR,3595.0
2015-03-01,CVE.TO,3570.0
2015-03-01,KLAC,3514.0
2015-03-01,GFI,3485.0
2015-03-01,AFL,3385.0
2015-03-01,EGO,3384.0
2015-03-01,EQT,3381.0
2015-03-01,SWN,3369.0
2015-03-01,SE,3347.0
2015-03-01,CTRA,3263.0
2015-03-01,RHT,3196.0
2015-03-01,GD,3175.0
2015-03-01,ADI,3059.0
2015-03-01,HFC,3042.0
2015-03-01,INTU,3042.0
2015-03-01,ELV,3017.0
2015-03-01,ARG,2929.0
2015-03-01,MMM,2901.0
2015-03-01,CELG,2801.0
2015-03-01,CHRW,2762.0
2015-03-01,K.TO,2683.0
2015-03-01,CPG.TO,2671.0
2015-03-01,DNR,2638.0
2015-03-01,CI,2633.0
2015-03-01,MO,2606.0
2015-03-01,GILD,2475.0
2015-03-01,QRTEA,2436.0
2015-03-01,RRC,2425.0
2015-03-01,HST,2317.0
2015-03-01,DHR,2301.0
2015-03-01,ROST,2300.0
2015-03-01,MUR,2255.0
2015-03-01,OVV,2228.0
2015-03-01,HUM,2227.0
2015-03-01,BSX,1972.0
2015-03-01,FMC,1927.0
2015-03-01,MXIM,1886.0
2015-03-01,CNX,1852.0
2015-03-01,IP,1845.0
2015-03-01,ROK,1800.0
2015-03-01,JCI,1780.0
2015-03-01,AEP,1750.0
2015-03-01,NGD.TO,1741.0
2015-03-01,ED,1732.0
2015-03-01,ON,1708.0
2015-03-01,IHS,1627.0
2015-03-01,NLY,1619.0
2015-03-01,LNC,1610.0
2015-03-01,SYK,1608.0
2015-03-01,ANDV,1592.0
2015-03-01,COST,1583.0
2015-03-01,PCG,1572.0
2015-03-01,TRQ,1526.0
2015-03-01,ADM,1512.0
2015-03-01,PLD,1487.0
2015-03-01,PSA,1484.0
2015-03-01,CCO.TO,1481.0
2015-03-01,VTR,1451.0
2015-03-01,META,1447.0
2015-03-01,HSY,1410.0
2015-03-01,AMT,1385.0
2015-03-01,MDLZ,1368.0
2015-03-01,PPG,1308.0
2015-03-01,WHR,1206.0
2015-03-01,BRK-B,1098.0
2015-03-01,AKAM,1087.0
2015-03-01,RCL,1064.0
2015-03-01,RHI,1056.0
2015-03-01,CF,988.0
2015-03-01,SPG,986.0
2015-03-01,TAP,969.0
2015-03-01,VAR,937.0
2015-03-01,JBHT,866.0
2015-03-01,INGR,841.0
2015-03-01,DOW,811.0
2015-03-01,ORCL,765.0
2015-03-01,GRPN,725.0
2015-03-01,PM,723.0
2015-03-01,ADP,722.0
2015-03-01,WSM,722.0
2015-03-01,AMGN,699.0
2015-03-01,NOV,683.0
2015-03-01,LHX,682.0
2015-03-01,NDAQ,678.0
2015-03-01,LKQ,673.0
2015-03-01,TRMB,635.0
2015-03-01,JBL,634.0
2015-03-01,MAN,633.0
2015-03-01,CTAS,625.0
2015-03-01,MSGN,625.0
2015-03-01,MAS,593.0
2015-03-01,CNP,585.0
2015-03-01,CAM,580.0
2015-03-01,BF-B,577.0
2015-03-01,LLL,528.0
2015-03-01,CSX,510.0
2015-03-01,RSG,504.0
2015-03-01,SNI,500.0
2015-03-01,STLD,500.0
2015-03-01,AEO,495.0
2015-03-01,EAT,488.0
2015-03-01,PGR,475.0
2015-03-01,VAL,468.0
2015-03-01,BG,452.0
2015-03-01,RE,452.0
2015-03-01,CSL,445.0
2015-03-01,TECH,429.0
2015-03-01,AME,428.0
2015-03-01,GWR,424.0
2015-03-01,IFF,418.0
2015-03-01,AOL,408.0
